1;153.5000000
2;153.7100000
3;156.0000000
4;157.8500000
5;157.5100000
6;153.1900000
7;150.8900000
8;148.8300000
9;151.8500000
10;154.1400000
11;153.1600000
12;154.1000000
13;151.5100000
14;152.4000000
15;153.9100000
16;151.7900000
17;149.5300000
18;153.8000000
19;165.5800000
20;164.9900000
21;161.2900000
22;165.4000000
23;164.2000000
24;164.5700000
25;160.6200000
26;163.0000000
27;161.0000000
28;158.6000000
29;155.7900000
30;156.4900000
31;155.4000000
32;153.5300000
33;151.8900000
34;152.9800000
35;152.2700000
36;151.1200000
37;149.7300000
38;147.0100000
39;148.4100000
40;150.6800000
41;153.0000000
42;153.5000000
43;156.2800000
44;159.1500000
45;158.2600000
46;160.2400000
47;160.2000000
48;161.0000000
49;160.4800000
50;158.1500000
51;156.9000000
52;157.1000000
53;159.2000000
54;158.3000000
55;158.5000000
56;159.9000000
57;160.9000000
58;162.8200000
59;160.5600000
60;162.9500000
61;165.4000000
62;162.8200000
63;163.3300000
64;163.2000000
65;164.2500000
66;163.2100000
67;160.3900000
68;159.8000000
69;161.2900000
70;163.6800000
71;159.2700000
72;155.1500000
73;159.0400000
74;156.4300000
75;154.0300000
76;154.4300000
77;153.5000000
78;154.6400000
79;154.6000000
80;155.3600000
81;156.4000000
82;158.9900000
83;156.7100000
84;154.4000000
85;153.2000000
86;154.2000000
87;151.9000000
88;151.6000000
89;151.6400000
90;153.3000000
91;152.6800000
92;154.5600000
93;155.8400000
94;155.5000000
95;156.0900000
96;155.3300000
97;152.2900000
98;152.2900000
99;151.1200000
100;149.4900000
101;149.9800000
102;149.6100000
103;154.5300000
104;155.0000000
105;156.9900000
106;158.8900000
107;158.6000000
108;160.5000000
109;162.7000000
110;162.8800000
111;158.0400000
112;159.1200000
113;158.3300000
114;162.2400000
115;164.0000000
116;161.7900000
117;162.5700000
118;163.5000000
119;162.4200000
120;160.5700000
121;159.3100000
122;161.0000000
123;163.9300000
124;163.9500000
125;165.7100000
126;166.3100000
127;165.4500000
128;164.2100000
129;163.5700000
130;163.6100000
131;163.0000000
132;189.6700000
133;195.6100000
134;202.7000000
135;198.8900000
136;200.8000000
137;207.8000000
138;208.1000000
139;208.8600000
140;204.5000000
141;206.2000000
142;203.1300000
143;207.1400000
144;213.1000000
145;215.1000000
146;235.5100000
147;230.1600000
148;230.0100000
149;231.4500000
150;230.5000000
151;232.1000000
152;234.8600000
153;234.4400000
154;231.5100000
155;229.8100000
156;232.1300000
157;232.4600000
158;232.5200000
159;229.0900000
160;232.3800000
161;232.0900000
162;233.1000000
163;232.6000000
164;232.8300000
165;245.5000000
166;246.6500000
167;251.6000000
168;255.3500000
169;250.8900000
170;248.5100000
171;250.1700000
172;250.2100000
173;247.2000000
174;245.5000000
175;240.3000000
176;238.0100000
177;220.1900000
178;218.3000000
179;216.0000000
180;217.1200000
181;217.3900000
182;212.0000000
183;219.0000000
184;234.2300000
185;236.7300000
186;237.1000000
187;236.9000000
188;234.2800000
189;227.9100000
190;223.6100000
191;226.7600000
192;227.6700000
193;231.2100000
194;229.9600000
195;230.2400000
196;229.8700000
197;227.1000000
198;227.1500000
199;224.7100000
200;226.8000000
201;231.5400000
202;231.2200000
203;232.0600000
204;229.3500000
205;228.9000000
206;227.0000000
207;228.4800000
208;233.2000000
209;232.1500000
210;233.6700000
211;231.0200000
212;233.7100000
213;236.1800000
214;234.4900000
215;234.8500000
216;233.0000000
217;235.0700000
218;232.8800000
219;232.5000000
220;234.8800000
221;233.5800000
222;233.4600000
223;230.5200000
224;230.4100000
225;230.3600000
226;227.7000000
227;228.4300000
228;231.9700000
229;229.0100000
230;225.9000000
231;226.4900000
232;223.6000000
233;223.1000000
234;221.6600000
235;226.3600000
236;223.2000000
237;223.1800000
238;224.5000000
239;227.3700000
240;226.0000000
241;226.0000000
242;227.7000000
243;228.0000000
244;228.0000000
245;228.5400000
246;235.3600000
247;236.2000000
248;243.9400000
249;246.7100000
250;244.4000000
251;253.1000000
252;261.6000000
253;260.0000000
254;263.7900000
255;263.0000000
256;266.9800000
257;270.7400000
258;266.0000000
259;260.4000000
260;257.2500000
261;251.8000000
262;248.3400000
263;248.0100000
264;246.1500000
265;248.0100000
266;248.0000000
267;254.3500000
268;251.9900000
269;255.2000000
270;254.0000000
271;253.8900000
272;254.0000000
273;257.5400000
274;254.0500000
275;247.9300000
276;248.9300000
277;246.3600000
278;247.8300000
279;248.7000000
280;246.9000000
281;247.3400000
282;250.4800000
283;249.5000000
284;250.7800000
285;252.0500000
286;251.2900000
287;251.4000000
288;255.5000000
289;255.0000000
290;254.8700000
291;253.2500000
292;254.1000000
293;257.1100000
294;256.4000000
295;259.0000000
296;256.5500000
297;255.7900000
298;254.0700000
299;251.9000000
300;251.5000000
301;250.0000000
302;251.3000000
303;254.2600000
304;255.3900000
305;253.5000000
306;252.9900000
307;248.1000000
308;239.3000000
309;237.9500000
