<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;1;050922;154500;251.1000000;251.1500000;251.0100000;251.1500000;9860
GAZP;1;050922;154600;251.1500000;251.1600000;251.0900000;251.1300000;3230
GAZP;1;050922;154700;251.0900000;251.2000000;251.0900000;251.0900000;41500
GAZP;1;050922;154800;251.0800000;251.1900000;251.0000000;251.1000000;48130
GAZP;1;050922;154900;251.0900000;251.1500000;250.8500000;250.9800000;42450
GAZP;1;050922;155000;251.0900000;251.0900000;250.9000000;250.9500000;34010
GAZP;1;050922;155100;250.9500000;251.1000000;250.9300000;251.0200000;25370
GAZP;1;050922;155200;251.0500000;251.1000000;251.0000000;251.0000000;12270
GAZP;1;050922;155300;251.0300000;251.0800000;250.9500000;251.0000000;26130
GAZP;1;050922;155400;250.9800000;251.0200000;250.8600000;250.8700000;52860
GAZP;1;050922;155500;250.8700000;250.9600000;250.8700000;250.8900000;18580
GAZP;1;050922;155600;250.9000000;251.1000000;250.8900000;251.0900000;26100
GAZP;1;050922;155700;251.0800000;251.0900000;250.9000000;251.0000000;39000
GAZP;1;050922;155800;251.0000000;251.0000000;250.9100000;250.9100000;22900
GAZP;1;050922;155900;250.9100000;250.9100000;250.8100000;250.8400000;47210
GAZP;1;050922;160000;250.8300000;250.8500000;250.8100000;250.8300000;20200
GAZP;1;050922;160100;250.8300000;250.8500000;250.8100000;250.8400000;18660
GAZP;1;050922;160200;250.8400000;250.9000000;250.8300000;250.9000000;7590
GAZP;1;050922;160300;250.9000000;251.0600000;250.9000000;251.0600000;25870
GAZP;1;050922;160400;251.0700000;251.1300000;251.0500000;251.1300000;33920
GAZP;1;050922;160500;251.1400000;251.1600000;251.0500000;251.1000000;15230
GAZP;1;050922;160600;251.1000000;251.1600000;251.0500000;251.0600000;6780
GAZP;1;050922;160700;251.0900000;251.1400000;251.0500000;251.1300000;9930
GAZP;1;050922;160800;251.1400000;251.1500000;251.0500000;251.1100000;21820
GAZP;1;050922;160900;251.1400000;251.1700000;251.0000000;251.0600000;13920
GAZP;1;050922;161000;251.0100000;251.0400000;250.8000000;250.9000000;31760
GAZP;1;050922;161100;250.8300000;250.9300000;250.6500000;250.7600000;80420
GAZP;1;050922;161200;250.8100000;250.9800000;250.8100000;250.9000000;34860
GAZP;1;050922;161300;250.9000000;250.9600000;250.8100000;250.9000000;21520
GAZP;1;050922;161400;250.8800000;250.9000000;250.8000000;250.8000000;19770
GAZP;1;050922;161500;250.8000000;250.8800000;250.8000000;250.8300000;7030
GAZP;1;050922;161600;250.8400000;250.8500000;250.7400000;250.8000000;19140
GAZP;1;050922;161700;250.8500000;250.8500000;250.7800000;250.8500000;6460
GAZP;1;050922;161800;250.8500000;250.8500000;250.5100000;250.6000000;106510
GAZP;1;050922;161900;250.6100000;250.6300000;250.3000000;250.3800000;147460
GAZP;1;050922;162000;250.3600000;250.5500000;250.3100000;250.5500000;76270
GAZP;1;050922;162100;250.5500000;250.5500000;250.3300000;250.3500000;22330
GAZP;1;050922;162200;250.3900000;250.3900000;250.2400000;250.2400000;65100
GAZP;1;050922;162300;250.2400000;250.2500000;250.1100000;250.1400000;90050
GAZP;1;050922;162400;250.1400000;250.2500000;250.1000000;250.2500000;119820
GAZP;1;050922;162500;250.2800000;250.3000000;250.2100000;250.2400000;87850
GAZP;1;050922;162600;250.2400000;250.2700000;250.2000000;250.2500000;29620
GAZP;1;050922;162700;250.2100000;250.2500000;250.1200000;250.1400000;41220
GAZP;1;050922;162800;250.1600000;250.2500000;250.0900000;250.0900000;124570
GAZP;1;050922;162900;250.0900000;250.1200000;250.0400000;250.0500000;126040
GAZP;1;050922;163000;250.0700000;250.1300000;250.0500000;250.0900000;20430
GAZP;1;050922;163100;250.0900000;250.1300000;250.0500000;250.1000000;16530
GAZP;1;050922;163200;250.1000000;250.1500000;250.0600000;250.1500000;19930
GAZP;1;050922;163300;250.1600000;250.1600000;250.0700000;250.1000000;20280
GAZP;1;050922;163400;250.1100000;250.2200000;250.0900000;250.2000000;20700
GAZP;1;050922;163500;250.2000000;250.2400000;250.1000000;250.1500000;25500
GAZP;1;050922;163600;250.1500000;250.3000000;250.1400000;250.2500000;22430
GAZP;1;050922;163700;250.2900000;250.3000000;250.2500000;250.2800000;52840
GAZP;1;050922;163800;250.2800000;250.3000000;250.0300000;250.0500000;141660
GAZP;1;050922;163900;250.0300000;250.1400000;250.0300000;250.0800000;14420
GAZP;1;050922;164000;250.0800000;250.0900000;250.0300000;250.0400000;28290
GAZP;1;050922;164100;250.0800000;250.0800000;250.0100000;250.0300000;156970
GAZP;1;050922;164200;250.0300000;250.1900000;250.0000000;250.0600000;592840
GAZP;1;050922;164300;250.1400000;250.4900000;250.0100000;250.4100000;86720
GAZP;1;050922;164400;250.3600000;250.3900000;250.1700000;250.2500000;31010
GAZP;1;050922;164500;250.2500000;250.2500000;250.0800000;250.1000000;10860
GAZP;1;050922;164600;250.1200000;250.2500000;250.1000000;250.1800000;20330
GAZP;1;050922;164700;250.1700000;250.2900000;250.1700000;250.2900000;32760
GAZP;1;050922;164800;250.2200000;250.4000000;250.1900000;250.4000000;15970
GAZP;1;050922;164900;250.3600000;250.4000000;250.3000000;250.3500000;20060
GAZP;1;050922;165000;250.3500000;250.3500000;250.3000000;250.3400000;2610
GAZP;1;050922;165100;250.3400000;250.4800000;250.3400000;250.4000000;77100
GAZP;1;050922;165200;250.4400000;250.4500000;250.3100000;250.4000000;9910
GAZP;1;050922;165300;250.4000000;250.4500000;250.4000000;250.4500000;17880
GAZP;1;050922;165400;250.4400000;250.7000000;250.4400000;250.6300000;76990
GAZP;1;050922;165500;250.6300000;250.9900000;250.6300000;250.9400000;83320
GAZP;1;050922;165600;250.9200000;250.9900000;250.8600000;250.9800000;46910
GAZP;1;050922;165700;250.9700000;251.0000000;250.8000000;250.8000000;24460
GAZP;1;050922;165800;250.8000000;250.8500000;250.7300000;250.7300000;4860
GAZP;1;050922;165900;250.7300000;250.8600000;250.7300000;250.7900000;4800
GAZP;1;050922;170000;250.7900000;250.8000000;250.7300000;250.7500000;18380
GAZP;1;050922;170100;250.7500000;250.7900000;250.5900000;250.6800000;29230
GAZP;1;050922;170200;250.6900000;250.7900000;250.6800000;250.7600000;10640
GAZP;1;050922;170300;250.7700000;250.7900000;250.7200000;250.7900000;9430
GAZP;1;050922;170400;250.8000000;250.8600000;250.8000000;250.8400000;10420
GAZP;1;050922;170500;250.8400000;250.8700000;250.8000000;250.8600000;8360
GAZP;1;050922;170600;250.8500000;250.8600000;250.8400000;250.8500000;18670
GAZP;1;050922;170700;250.8400000;250.9300000;250.8400000;250.9000000;52260
GAZP;1;050922;170800;250.9000000;250.9000000;250.8400000;250.9000000;12650
GAZP;1;050922;170900;250.8600000;250.9000000;250.8500000;250.9000000;8280
GAZP;1;050922;171000;250.9000000;250.9000000;250.8500000;250.8800000;5580
GAZP;1;050922;171100;250.8900000;250.9100000;250.8700000;250.9000000;9660
GAZP;1;050922;171200;250.8600000;250.9400000;250.8600000;250.9400000;6510
GAZP;1;050922;171300;250.9400000;250.9400000;250.9000000;250.9300000;7530
GAZP;1;050922;171400;250.9300000;251.1400000;250.9300000;251.1200000;72630
GAZP;1;050922;171500;251.1300000;251.1300000;250.9600000;251.1200000;8700
GAZP;1;050922;171600;251.1200000;251.2000000;251.1000000;251.1900000;31130
GAZP;1;050922;171700;251.1900000;251.2000000;251.0200000;251.1800000;79570
GAZP;1;050922;171800;251.1700000;251.1800000;251.1400000;251.1600000;13660
GAZP;1;050922;171900;251.1500000;251.1800000;251.1400000;251.1500000;9230
GAZP;1;050922;172000;251.1500000;251.1600000;251.0000000;251.1200000;19930
GAZP;1;050922;172100;251.1200000;251.1200000;250.9000000;250.9000000;29120
GAZP;1;050922;172200;250.9100000;251.0000000;250.9100000;250.9900000;6440
GAZP;1;050922;172300;250.9900000;250.9900000;250.9000000;250.9000000;26370
GAZP;1;050922;172400;250.9400000;250.9900000;250.9000000;250.9900000;9440
GAZP;1;050922;172500;250.9800000;250.9900000;250.9100000;250.9800000;6810
GAZP;1;050922;172600;250.9800000;250.9900000;250.9500000;250.9700000;9660
GAZP;1;050922;172700;250.9600000;250.9900000;250.9500000;250.9500000;24740
GAZP;1;050922;172800;250.9600000;250.9900000;250.9500000;250.9800000;8380
GAZP;1;050922;172900;250.9900000;250.9900000;250.7000000;250.7300000;130420
GAZP;1;050922;173000;250.7200000;250.7300000;250.5700000;250.6600000;40990
GAZP;1;050922;173100;250.6600000;250.8500000;250.6200000;250.8400000;22990
GAZP;1;050922;173200;250.8500000;250.9000000;250.8000000;250.9000000;16500
GAZP;1;050922;173300;250.9000000;251.0000000;250.8200000;250.8400000;80880
GAZP;1;050922;173400;250.8800000;250.9400000;250.8200000;250.8500000;11240
GAZP;1;050922;173500;250.8200000;250.8700000;250.8200000;250.8600000;11230
GAZP;1;050922;173600;250.8700000;250.8800000;250.8100000;250.8500000;72720
GAZP;1;050922;173700;250.8500000;250.8600000;250.8300000;250.8300000;11180
GAZP;1;050922;173800;250.8200000;250.8300000;250.7100000;250.8000000;11550
GAZP;1;050922;173900;250.8000000;250.8000000;250.5200000;250.6100000;26050
GAZP;1;050922;174000;250.6900000;250.6900000;250.5400000;250.6400000;21150
GAZP;1;050922;174100;250.6000000;250.6500000;250.5500000;250.6200000;13070
GAZP;1;050922;174200;250.6100000;250.7500000;250.6100000;250.7500000;12860
GAZP;1;050922;174300;250.7500000;250.7500000;250.6800000;250.7500000;2860
GAZP;1;050922;174400;250.7400000;250.7600000;250.6900000;250.7500000;9490
GAZP;1;050922;174500;250.7500000;250.7800000;250.4200000;250.4300000;27620
GAZP;1;050922;174600;250.4200000;250.6900000;250.3300000;250.6300000;38520
GAZP;1;050922;174700;250.6200000;250.7000000;250.5600000;250.6900000;8410
GAZP;1;050922;174800;250.6900000;250.7300000;250.5200000;250.6000000;12720
GAZP;1;050922;174900;250.6000000;250.6100000;250.3000000;250.4400000;66950
GAZP;1;050922;175000;250.4400000;250.4600000;250.1400000;250.1800000;117330
GAZP;1;050922;175100;250.1800000;250.2000000;250.0600000;250.0700000;188780
GAZP;1;050922;175200;250.0700000;250.2200000;250.0600000;250.1800000;59930
GAZP;1;050922;175300;250.2000000;250.2200000;250.1700000;250.2100000;17050
GAZP;1;050922;175400;250.2000000;250.3000000;250.1700000;250.2400000;25450
GAZP;1;050922;175500;250.2500000;250.3900000;250.2500000;250.3900000;14810
GAZP;1;050922;175600;250.3800000;250.3800000;250.2300000;250.3200000;11360
GAZP;1;050922;175700;250.3000000;250.4000000;250.2600000;250.4000000;22090
GAZP;1;050922;175800;250.3700000;250.4000000;250.3300000;250.4000000;6690
GAZP;1;050922;175900;250.3900000;250.4000000;250.2400000;250.3000000;9780
GAZP;1;050922;180000;250.2600000;250.3500000;250.2500000;250.3000000;20590
GAZP;1;050922;180100;250.3000000;250.4800000;250.2500000;250.4800000;27980
GAZP;1;050922;180200;250.3700000;250.4800000;250.3700000;250.4600000;6180
GAZP;1;050922;180300;250.4700000;250.4800000;250.2400000;250.3300000;55400
GAZP;1;050922;180400;250.3000000;250.3800000;250.2300000;250.2300000;18640
GAZP;1;050922;180500;250.2400000;250.3000000;250.2000000;250.2000000;83010
GAZP;1;050922;180600;250.2300000;250.2500000;250.1000000;250.1500000;73730
GAZP;1;050922;180700;250.1500000;250.1500000;250.0600000;250.1400000;83380
GAZP;1;050922;180800;250.1300000;250.2200000;250.0800000;250.2100000;22510
GAZP;1;050922;180900;250.2200000;250.2200000;250.0900000;250.1700000;19450
GAZP;1;050922;181000;250.1500000;250.1900000;250.1000000;250.1400000;9440
GAZP;1;050922;181100;250.1400000;250.1400000;250.1100000;250.1300000;6710
GAZP;1;050922;181200;250.1200000;250.1400000;250.0800000;250.1200000;21160
GAZP;1;050922;181300;250.1300000;250.1300000;250.0800000;250.1000000;11050
GAZP;1;050922;181400;250.1100000;250.1400000;250.1000000;250.1300000;7080
GAZP;1;050922;181500;250.1200000;250.1400000;250.1000000;250.1400000;13560
GAZP;1;050922;181600;250.1300000;250.2200000;250.1300000;250.2200000;38550
GAZP;1;050922;181700;250.2200000;250.2200000;250.1800000;250.2000000;25560
GAZP;1;050922;181800;250.2000000;250.2600000;250.1900000;250.2500000;31390
GAZP;1;050922;181900;250.2500000;250.2600000;250.2100000;250.2100000;14370
GAZP;1;050922;182000;250.2100000;250.2700000;250.2100000;250.2200000;21510
GAZP;1;050922;182100;250.2200000;250.3100000;250.2200000;250.2500000;21890
GAZP;1;050922;182200;250.2400000;250.4000000;250.2300000;250.3600000;96220
GAZP;1;050922;182300;250.3600000;250.3600000;250.3100000;250.3400000;17130
GAZP;1;050922;182400;250.3400000;250.4000000;250.3400000;250.3900000;28670
GAZP;1;050922;182500;250.4000000;250.4000000;250.3500000;250.3500000;41010
GAZP;1;050922;182600;250.3600000;250.3700000;250.3000000;250.3100000;9990
GAZP;1;050922;182700;250.3000000;250.3700000;250.2100000;250.3700000;65430
GAZP;1;050922;182800;250.3700000;250.3900000;250.2100000;250.2200000;98870
GAZP;1;050922;182900;250.2100000;250.2800000;250.2100000;250.2800000;15440
GAZP;1;050922;183000;250.2800000;250.3000000;250.2100000;250.2600000;12510
GAZP;1;050922;183100;250.3000000;250.3000000;250.2200000;250.3000000;27660
GAZP;1;050922;183200;250.2900000;250.3000000;250.2200000;250.2900000;16330
GAZP;1;050922;183300;250.2900000;250.3000000;250.2200000;250.2800000;29170
GAZP;1;050922;183400;250.2500000;250.3000000;250.2500000;250.2700000;12030
GAZP;1;050922;183500;250.2900000;250.3000000;250.2600000;250.3000000;16650
GAZP;1;050922;183600;250.3000000;250.3900000;250.2300000;250.3900000;47520
GAZP;1;050922;183700;250.3900000;250.4000000;250.2500000;250.3000000;48070
GAZP;1;050922;183800;250.3000000;250.3000000;250.2300000;250.2800000;24370
GAZP;1;050922;183900;250.2700000;250.3800000;250.2200000;250.2900000;38410
GAZP;1;050922;184000;250.2900000;250.2900000;250.2000000;250.2000000;115740
GAZP;1;050922;184600;250.0000000;250.0000000;250.0000000;250.0000000;534100
GAZP;1;050922;184700;250.0000000;250.0000000;250.0000000;250.0000000;24590
GAZP;1;050922;184800;250.0000000;250.0000000;250.0000000;250.0000000;5930
GAZP;1;050922;184900;250.0000000;250.0000000;250.0000000;250.0000000;2480
GAZP;1;050922;185000;250.0000000;250.0000000;250.0000000;250.0000000;18480
GAZP;1;060922;100100;249.9900000;249.9900000;247.6100000;249.1000000;1427090
GAZP;1;060922;100200;249.1000000;249.6600000;249.1000000;249.3600000;285550
GAZP;1;060922;100300;249.4500000;249.7500000;249.3000000;249.6000000;128270
GAZP;1;060922;100400;249.6800000;249.7800000;249.5000000;249.6800000;263570
GAZP;1;060922;100500;249.6900000;249.7500000;249.4300000;249.6800000;117300
GAZP;1;060922;100600;249.7000000;249.8800000;249.6700000;249.8000000;60020
GAZP;1;060922;100700;249.7900000;249.8000000;249.6700000;249.7400000;34850
GAZP;1;060922;100800;249.7400000;249.9900000;249.6200000;249.9800000;316600
GAZP;1;060922;100900;249.9900000;249.9900000;249.7400000;249.8800000;219420
GAZP;1;060922;101000;249.8700000;249.9900000;249.7300000;249.8700000;128600
GAZP;1;060922;101100;249.8000000;249.9900000;249.8000000;249.9900000;209440
GAZP;1;060922;101200;249.9800000;250.2000000;249.2000000;249.3000000;1454700
GAZP;1;060922;101300;249.4100000;250.0000000;249.2200000;249.6600000;319940
GAZP;1;060922;101400;249.6600000;249.7600000;249.2200000;249.6800000;183320
GAZP;1;060922;101500;249.7600000;249.9900000;249.6400000;249.9500000;95320
GAZP;1;060922;101600;249.9000000;250.0000000;249.7600000;249.9800000;76870
GAZP;1;060922;101700;249.9900000;250.0000000;249.6800000;249.7400000;105870
GAZP;1;060922;101800;249.7300000;249.7700000;249.4000000;249.4500000;169730
GAZP;1;060922;101900;249.5000000;249.6700000;249.5000000;249.5900000;53950
GAZP;1;060922;102000;249.5900000;249.6000000;249.5000000;249.5400000;34050
GAZP;1;060922;102100;249.5400000;249.7000000;249.5100000;249.6500000;41490
GAZP;1;060922;102200;249.6600000;249.7500000;249.6000000;249.6000000;43000
GAZP;1;060922;102300;249.6000000;249.6100000;249.5000000;249.5800000;26440
GAZP;1;060922;102400;249.6000000;249.6100000;249.4000000;249.5400000;70040
GAZP;1;060922;102500;249.5400000;249.5400000;249.3000000;249.3000000;67380
GAZP;1;060922;102600;249.3000000;249.4100000;249.2000000;249.3200000;122570
GAZP;1;060922;102700;249.3200000;249.4100000;249.3000000;249.3100000;37020
GAZP;1;060922;102800;249.3300000;249.3900000;249.3000000;249.3300000;51070
GAZP;1;060922;102900;249.3300000;249.3900000;249.2400000;249.3000000;36050
GAZP;1;060922;103000;249.3000000;249.3000000;249.1000000;249.1100000;147250
GAZP;1;060922;103100;249.1400000;249.3900000;249.1100000;249.3900000;70790
GAZP;1;060922;103200;249.3200000;249.4000000;249.3000000;249.3500000;29380
GAZP;1;060922;103300;249.3800000;249.4400000;249.3400000;249.4000000;51290
GAZP;1;060922;103400;249.3900000;249.3900000;249.2300000;249.2300000;19740
GAZP;1;060922;103500;249.2300000;249.2400000;249.0200000;249.0900000;183370
GAZP;1;060922;103600;249.1000000;249.2400000;249.0100000;249.2000000;116480
GAZP;1;060922;103700;249.2000000;249.3000000;249.1000000;249.2900000;72240
GAZP;1;060922;103800;249.3000000;249.3000000;249.1800000;249.2500000;32090
GAZP;1;060922;103900;249.2100000;249.2600000;249.2000000;249.2600000;26380
GAZP;1;060922;104000;249.2600000;249.3600000;249.1900000;249.3600000;34350
GAZP;1;060922;104100;249.3600000;249.4000000;249.2400000;249.3900000;45870
GAZP;1;060922;104200;249.3900000;249.4600000;249.3400000;249.4100000;27600
GAZP;1;060922;104300;249.3900000;249.4100000;249.2100000;249.2500000;27400
GAZP;1;060922;104400;249.3000000;249.3900000;249.2100000;249.3800000;20400
GAZP;1;060922;104500;249.3800000;249.4500000;249.2400000;249.4500000;17250
GAZP;1;060922;104600;249.4000000;249.4400000;249.3000000;249.3100000;7630
GAZP;1;060922;104700;249.3200000;249.4000000;249.3000000;249.3500000;30140
GAZP;1;060922;104800;249.3500000;249.4100000;249.3500000;249.3500000;8560
GAZP;1;060922;104900;249.4000000;249.4900000;249.3800000;249.4700000;31490
GAZP;1;060922;105000;249.4700000;249.5500000;249.4000000;249.5500000;54650
GAZP;1;060922;105100;249.5500000;249.6400000;249.5000000;249.6000000;61220
GAZP;1;060922;105200;249.6000000;249.6400000;249.4800000;249.5500000;27120
GAZP;1;060922;105300;249.5400000;249.6000000;249.4000000;249.4000000;21980
GAZP;1;060922;105400;249.4200000;249.4600000;249.3800000;249.3800000;58360
GAZP;1;060922;105500;249.3800000;249.6000000;249.3800000;249.6000000;70580
GAZP;1;060922;105600;249.5900000;249.6600000;249.5300000;249.6500000;41830
GAZP;1;060922;105700;249.6500000;249.6600000;249.5600000;249.6200000;22630
GAZP;1;060922;105800;249.6200000;249.6200000;249.5000000;249.5200000;11280
GAZP;1;060922;105900;249.5100000;249.6000000;249.4800000;249.4800000;21150
GAZP;1;060922;110000;249.5300000;249.5300000;249.3000000;249.3500000;107100
GAZP;1;060922;110100;249.3500000;249.3800000;249.3000000;249.3800000;36850
GAZP;1;060922;110200;249.3500000;249.3800000;249.3000000;249.3500000;15090
GAZP;1;060922;110300;249.3400000;249.3800000;249.3000000;249.3800000;34890
GAZP;1;060922;110400;249.3800000;249.3800000;249.3000000;249.3400000;19680
GAZP;1;060922;110500;249.3300000;249.3600000;249.2100000;249.2500000;50890
GAZP;1;060922;110600;249.2300000;249.3800000;249.1900000;249.3800000;75000
GAZP;1;060922;110700;249.3800000;249.3800000;249.2400000;249.3000000;12820
GAZP;1;060922;110800;249.3000000;249.3800000;249.2800000;249.3800000;13990
GAZP;1;060922;110900;249.3800000;249.3800000;249.2800000;249.3000000;11700
GAZP;1;060922;111000;249.3200000;249.3800000;249.3000000;249.3800000;21730
GAZP;1;060922;111100;249.3800000;249.3800000;249.3200000;249.3500000;40260
GAZP;1;060922;111200;249.3500000;249.5000000;249.3500000;249.4400000;16110
GAZP;1;060922;111300;249.4400000;249.8000000;249.4300000;249.5500000;124030
GAZP;1;060922;111400;249.6000000;249.8000000;249.5100000;249.6700000;70840
GAZP;1;060922;111500;249.6500000;249.7000000;249.5500000;249.5500000;17350
GAZP;1;060922;111600;249.6000000;249.6300000;249.4000000;249.4000000;39630
GAZP;1;060922;111700;249.4000000;249.4300000;249.2500000;249.3900000;30420
GAZP;1;060922;111800;249.3300000;249.5700000;249.2700000;249.5700000;40860
GAZP;1;060922;111900;249.5500000;249.6500000;249.4900000;249.5300000;25620
GAZP;1;060922;112000;249.5300000;249.5300000;249.3100000;249.3800000;21460
GAZP;1;060922;112100;249.3900000;249.5000000;249.2500000;249.5000000;21300
GAZP;1;060922;112200;249.4400000;249.5900000;249.4300000;249.5900000;10950
GAZP;1;060922;112300;249.6000000;249.6400000;249.4300000;249.5000000;22080
GAZP;1;060922;112400;249.5100000;249.5900000;249.4100000;249.5400000;18310
GAZP;1;060922;112500;249.5300000;249.5500000;249.3700000;249.4400000;6520
GAZP;1;060922;112600;249.3700000;249.5000000;249.3700000;249.4500000;18670
GAZP;1;060922;112700;249.4300000;249.5400000;249.4000000;249.5400000;18530
GAZP;1;060922;112800;249.5500000;249.5900000;249.5000000;249.5900000;6200
GAZP;1;060922;112900;249.5900000;249.6000000;249.4600000;249.4900000;11150
GAZP;1;060922;113000;249.4900000;249.5900000;249.4900000;249.5700000;15210
GAZP;1;060922;113100;249.5000000;249.6000000;249.4600000;249.4600000;14320
GAZP;1;060922;113200;249.5000000;249.5300000;249.4200000;249.5000000;7100
GAZP;1;060922;113300;249.5000000;249.6000000;249.4600000;249.6000000;14700
GAZP;1;060922;113400;249.6000000;249.7900000;249.6000000;249.6400000;60230
GAZP;1;060922;113500;249.6400000;249.7500000;249.6400000;249.7500000;16220
GAZP;1;060922;113600;249.7100000;249.7400000;249.6500000;249.7000000;7690
GAZP;1;060922;113700;249.7000000;249.7500000;249.6000000;249.7400000;32140
GAZP;1;060922;113800;249.7400000;249.7400000;249.5900000;249.7000000;24980
GAZP;1;060922;113900;249.7000000;249.7300000;249.5800000;249.7000000;54150
GAZP;1;060922;114000;249.7000000;249.7000000;249.5000000;249.5900000;13150
GAZP;1;060922;114100;249.5500000;249.6400000;249.3600000;249.4000000;48720
GAZP;1;060922;114200;249.5000000;249.5000000;249.3600000;249.4900000;17530
GAZP;1;060922;114300;249.4200000;249.5000000;249.4000000;249.4300000;8340
GAZP;1;060922;114400;249.5000000;249.6400000;249.4400000;249.6400000;15470
GAZP;1;060922;114500;249.6400000;249.6900000;249.6100000;249.6700000;9210
GAZP;1;060922;114600;249.6700000;249.7500000;249.6100000;249.6900000;27120
GAZP;1;060922;114700;249.6300000;249.7400000;249.6300000;249.6700000;18930
GAZP;1;060922;114800;249.6900000;249.7400000;249.6400000;249.7300000;13770
GAZP;1;060922;114900;249.7400000;249.7400000;249.6900000;249.7400000;10980
GAZP;1;060922;115000;249.7000000;249.7900000;249.6900000;249.7200000;34660
GAZP;1;060922;115100;249.7200000;249.8000000;249.7100000;249.8000000;39440
GAZP;1;060922;115200;249.8000000;249.9500000;249.7900000;249.9200000;98970
GAZP;1;060922;115300;249.9200000;249.9400000;249.8500000;249.8700000;25400
GAZP;1;060922;115400;249.8800000;249.9400000;249.8200000;249.8500000;26320
GAZP;1;060922;115500;249.8300000;249.9000000;249.7100000;249.8800000;33560
GAZP;1;060922;115600;249.8800000;249.8800000;249.8300000;249.8600000;17400
GAZP;1;060922;115700;249.8700000;249.9000000;249.8300000;249.9000000;18060
GAZP;1;060922;115800;249.8700000;249.9000000;249.7800000;249.8400000;34170
GAZP;1;060922;115900;249.7900000;249.8800000;249.7800000;249.8300000;10860
GAZP;1;060922;120000;249.8300000;249.8700000;249.7000000;249.8100000;17310
GAZP;1;060922;120100;249.8200000;249.9000000;249.7500000;249.8900000;24100
GAZP;1;060922;120200;249.8300000;249.8900000;249.6700000;249.7000000;22520
GAZP;1;060922;120300;249.7100000;249.7400000;249.6000000;249.6200000;23480
GAZP;1;060922;120400;249.6400000;249.8300000;249.6100000;249.8300000;16810
GAZP;1;060922;120500;249.8300000;249.8400000;249.5500000;249.7100000;39710
GAZP;1;060922;120600;249.7600000;249.7700000;249.6500000;249.6900000;12640
GAZP;1;060922;120700;249.6900000;249.7700000;249.6300000;249.6400000;6210
GAZP;1;060922;120800;249.6400000;249.7000000;249.6000000;249.6000000;22670
GAZP;1;060922;120900;249.6400000;249.7000000;249.6000000;249.7000000;4610
GAZP;1;060922;121000;249.7000000;249.7500000;249.6400000;249.7000000;13330
GAZP;1;060922;121100;249.7000000;249.7500000;249.6200000;249.7500000;16580
GAZP;1;060922;121200;249.7000000;249.8000000;249.6800000;249.7000000;7420
GAZP;1;060922;121300;249.7000000;249.7000000;249.6200000;249.6200000;10610
GAZP;1;060922;121400;249.6600000;249.6900000;249.6200000;249.6500000;10980
GAZP;1;060922;121500;249.6800000;249.7000000;249.6500000;249.6900000;18180
GAZP;1;060922;121600;249.7000000;249.9600000;249.6800000;249.9100000;75040
GAZP;1;060922;121700;249.9500000;249.9600000;249.8500000;249.9200000;19990
GAZP;1;060922;121800;249.8700000;249.9900000;249.7100000;249.7600000;91030
GAZP;1;060922;121900;249.7600000;249.8500000;249.7100000;249.8500000;38790
GAZP;1;060922;122000;249.8500000;250.0000000;249.7800000;249.9900000;62670
GAZP;1;060922;122100;249.9500000;250.0000000;249.8200000;249.9500000;21420
GAZP;1;060922;122200;249.9500000;249.9500000;249.8700000;249.9300000;23350
GAZP;1;060922;122300;249.9300000;249.9400000;249.8700000;249.9000000;7450
GAZP;1;060922;122400;249.8800000;249.9300000;249.8000000;249.9200000;20230
GAZP;1;060922;122500;249.9200000;249.9400000;249.8500000;249.9300000;7350
GAZP;1;060922;122600;249.9300000;249.9300000;249.7800000;249.9300000;9420
GAZP;1;060922;122700;249.9100000;249.9900000;249.8500000;249.9600000;47620
GAZP;1;060922;122800;249.9900000;250.0000000;249.8000000;249.9600000;508580
GAZP;1;060922;122900;249.9600000;249.9800000;249.7100000;249.7300000;35930
GAZP;1;060922;123000;249.7700000;249.8500000;249.6200000;249.8500000;60120
GAZP;1;060922;123100;249.8400000;249.8500000;249.7900000;249.8500000;18310
GAZP;1;060922;123200;249.8500000;249.8500000;249.7800000;249.8000000;19750
GAZP;1;060922;123300;249.8000000;249.8000000;249.6500000;249.6500000;34860
GAZP;1;060922;123400;249.6800000;249.7000000;249.6100000;249.6400000;9060
GAZP;1;060922;123500;249.6400000;249.7900000;249.6400000;249.7900000;16500
GAZP;1;060922;123600;249.7500000;249.8000000;249.6000000;249.6600000;30440
GAZP;1;060922;123700;249.6800000;249.6900000;249.6000000;249.6800000;9740
GAZP;1;060922;123800;249.6300000;249.6700000;249.5500000;249.5900000;11400
GAZP;1;060922;123900;249.5700000;249.6500000;249.5700000;249.5900000;22170
GAZP;1;060922;124000;249.6400000;249.6400000;249.3600000;249.4000000;102130
GAZP;1;060922;124100;249.4000000;249.4100000;249.2000000;249.2400000;106460
GAZP;1;060922;124200;249.2900000;249.4400000;249.2400000;249.3600000;18110
GAZP;1;060922;124300;249.4300000;249.5700000;249.4300000;249.5100000;37580
GAZP;1;060922;124400;249.5100000;249.5700000;249.4200000;249.5400000;20460
GAZP;1;060922;124500;249.5400000;249.5700000;249.5000000;249.5000000;8950
GAZP;1;060922;124600;249.5500000;249.5500000;249.5000000;249.5200000;3600
GAZP;1;060922;124700;249.5400000;249.5700000;249.5000000;249.5300000;7450
